StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,demo_gender,demo_gender_10_TEXT,demo_yob,demo_state,demo_educ,demo_race,demo_eth,demo_browser_Browser,demo_browser_Version,demo_browser_Operating System,demo_browser_Resolution,demo_timer_First Click,demo_timer_Last Click,demo_timer_Page Submit,demo_timer_Click Count,ac_nonsense_1,ac_nonsense_timer_First Click,ac_nonsense_timer_Last Click,ac_nonsense_timer_Page Submit,ac_nonsense_timer_Click Count,ac_imc,ac_imc_timer_First Click,ac_imc_timer_Last Click,ac_imc_timer_Page Submit,ac_imc_timer_Click Count,TIPI_1,TIPI_2,TIPI_3,TIPI_4,TIPI_5,TIPI_6,TIPI_7,TIPI_8,TIPI_9,TIPI_10,tipi_timer_First Click,tipi_timer_Last Click,tipi_timer_Page Submit,tipi_timer_Click Count,color_rank_1,color_rank_2,color_rank_3,color_rank_4,color_rank_5,color_rank_7,color_rank_6,stack_blocks,stack_blocks_timer_First Click,stack_blocks_timer_Last Click,stack_blocks_timer_Page Submit,stack_blocks_timer_Click Count,heatmap_1_x,heatmap_1_y,heatmap_2_x,heatmap_2_y,heatmap_3_x,heatmap_3_y,heatmap_4_x,heatmap_4_y,heatmap_5_x,heatmap_5_y,heatmap_6_x,heatmap_6_y,feedback,SOURCE
2023-03-02 21:50:26,2023-03-02 21:50:26,Survey Test,100,0,True,2023-03-02 21:50:26,R_d5Vkbfe3TOCKroq,test,,Woman,,1966,Colorado,Associate Degree: Academic Program,"Black or African-American,White,Prefer not to say",Prefer not to say,consectetuer,tincidunt,curabitur,malesuada,5.92,8.33,6.94,29,Strongly Agree,0.91,8.41,1.91,10,Red,8.21,9.43,9.04,34,Disagree strongly,Agree a little,Disagree strongly,Agree a little,Neither agree nor disagree,Disagree strongly,Agree strongly,Agree strongly,Agree strongly,Disagree moderately,6.78,9.84,7.74,3,3,6,4,1,7,5,2,8,8.04,9.01,8.32,4,40,259,37,483,68,373,195,437,153,139,473,233,Tortor enim accumsan ante. Laoreet. Massa dictumst rhoncus? Scelerisque morbi eleifend malesuada dui pellentesque.,
2023-03-02 21:50:26,2023-03-02 21:50:26,Survey Test,100,0,True,2023-03-02 21:50:26,R_0ezget7fzPZlfBc,test,,Prefer to self-describe,"Molestie ullamcorper consequat dolor, pharetra! Ridiculus eros, viverra dictumst tempor placerat est proin fringilla.",2003,New York,Associate Degree: Academic Program,"American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White",Hispanic or Latinx,imperdiet,ridiculus,venenatis,convallis,5.17,8.82,9.07,46,Disagree,0.74,4.79,8.88,20,Green,0.32,5.31,4.29,0,Agree moderately,Neither agree nor disagree,Agree moderately,Agree moderately,Disagree a little,Disagree a little,Agree strongly,Agree a little,Neither agree nor disagree,Agree strongly,5.05,5.5,9.58,28,1,3,7,4,5,6,2,4,9.51,9.89,9.78,32,94,499,412,148,213,272,139,106,21,434,95,218,"Lectus ligula dignissim viverra, urna dictumst sollicitudin iaculis posuere eu erat! Euismod malesuada montes.",
2023-03-02 21:50:26,2023-03-02 21:50:26,Survey Test,100,0,True,2023-03-02 21:50:26,R_79j62tzNlKecPVI,test,,Non-binary,,1963,Montana,"Master's Degree: (Example: MA, MS, MEng, MEd, MBA)","Asian,Unknown",Not Hispanic or Latinx,convallis,suspendisse,dignissim,pellentesque,4.49,8.81,7.69,13,Agree,8.57,9.14,8.62,9,Red,4.57,7.99,5.44,9,Neither agree nor disagree,Agree moderately,Agree a little,Neither agree nor disagree,Disagree a little,Agree a little,Neither agree nor disagree,Agree moderately,Agree moderately,Agree strongly,8.81,9.99,9.45,32,5,7,2,4,1,6,3,3,6.14,7.55,9.96,27,310,159,261,97,446,292,4,327,460,293,107,84,Pede tellus atque dui montes! Tellus cursus consequat? Imperdiet dolor sit.,
2023-03-02 21:50:26,2023-03-02 21:50:27,Survey Test,100,1,True,2023-03-02 21:50:27,R_2mYpWC9FNW6jzim,test,,Non-binary,,1996,Virginia,"Associate Degree: Occupational, Technical, or Vocational Program","American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Not Hispanic or Latinx,pellentesque,vestibulum,suspendisse,venenatis,7.07,9.27,8.32,25,Strongly Disagree,1.73,3.07,4.09,35,Red,1.15,6.98,8.13,2,Disagree moderately,Agree a little,Agree moderately,Agree a little,Neither agree nor disagree,Neither agree nor disagree,Agree moderately,Disagree a little,Agree moderately,Disagree moderately,1.45,8.64,3.71,14,6,3,5,2,1,4,7,3,6.95,9.21,9.75,34,7,385,332,212,459,314,24,131,283,298,242,367,"Pretium! Nonummy bibendum suspendisse. Dignissim elit massa tellus leo suspendisse volutpat, accumsan tempor, neque! Wisi.",
2023-03-02 21:50:27,2023-03-02 21:50:27,Survey Test,100,0,True,2023-03-02 21:50:27,R_eRHVhwykWaWoxQa,test,,Prefer to self-describe,Primis nibh felis! Magnis nonummy. Nibh imperdiet risus temporibus nulla diam. Montes cras tortor.,1993,Kansas,"Master's Degree: (Example: MA, MS, MEng, MEd, MBA)","American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Hispanic or Latinx,pellentesque,elementum,suspendisse,facilisis,3.84,8.12,8.36,32,Disagree,9.07,9.83,9.78,19,Red,5.71,6.88,6.69,25,Agree moderately,Agree strongly,Disagree moderately,Neither agree nor disagree,Disagree a little,Disagree a little,Disagree a little,Agree moderately,Neither agree nor disagree,Disagree a little,5.07,7.4,6.61,13,1,3,5,4,6,2,7,2,1.43,5.59,3.86,20,305,434,471,81,236,228,116,436,260,71,344,445,Placerat phasellus massa. Felis neque etiam diam rhoncus neque faucibus atque rhoncus elit.,
2023-03-02 21:50:27,2023-03-02 21:50:27,Survey Test,100,0,True,2023-03-02 21:50:27,R_8dj8j4cqwwCSVYG,test,,Prefer to self-describe,"Gravida? Sollicitudin? Est potenti egestas quam arcu euismod! Lacus. Bibendum accumsan, non mi atque culpa.",2011,Idaho,Prefer not to say,"American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Prefer not to say,temporibus,phasellus,tincidunt,facilisis,3.52,5.76,4.82,36,Strongly Disagree,9.62,9.79,9.99,11,Green,0.78,5.42,1.18,2,Agree moderately,Agree strongly,Neither agree nor disagree,Disagree strongly,Agree strongly,Disagree moderately,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Disagree moderately,6.95,8.39,8.89,1,5,2,3,6,1,7,4,4,9.02,9.68,9.16,22,309,406,446,158,478,125,306,168,64,53,390,69,Augue ac venenatis iaculis amet placerat molestie sollicitudin! Vivamus quis tempus magna.,
2023-03-02 21:50:27,2023-03-02 21:50:27,Survey Test,100,0,True,2023-03-02 21:50:27,R_3JmBHrjTwDxR3tI,test,,Woman,,1946,Kansas,Less than high school diploma (or equivalent),"American Indian or Alaska Native,Black or African-American,Native Hawaiian or Other Pacific Islander",Unknown,accusamus,accusamus,curabitur,tincidunt,9.03,9.32,9.34,43,Disagree,8.92,9.62,9.05,50,Brown,3.11,8.54,5.25,29,Agree a little,Disagree a little,Disagree a little,Disagree strongly,Agree moderately,Agree a little,Agree a little,Disagree a little,Agree strongly,Disagree a little,6.93,7.25,8.82,12,2,1,6,7,3,4,5,2,4.08,8.86,4.78,6,84,347,156,222,202,179,459,324,179,489,478,329,"Ipsum convallis venenatis sit. Eu sapien morbi donec, phasellus. Per! Posuere amet.",
2023-03-02 21:50:27,2023-03-02 21:50:27,Survey Test,100,0,True,2023-03-02 21:50:27,R_06UZUNQRqTGnWui,test,,Prefer to self-describe,"Sollicitudin? Amet gravida, ullamcorper magnis praesent sapien non cursus quam cras? Consequat duis.",1919,Wisconsin,High school graduate,"American Indian or Alaska Native,Asian,Black or African-American,White,Unknown,Prefer not to say",Prefer not to say,curabitur,curabitur,porttitor,ridiculus,6.81,7.09,8.16,39,Strongly Agree,9.19,9.32,9.73,42,Red,6.82,9.34,7.44,37,Neither agree nor disagree,Agree a little,Disagree strongly,Disagree moderately,Agree moderately,Disagree moderately,Disagree moderately,Agree moderately,Disagree strongly,Neither agree nor disagree,1.31,8.98,7.85,6,4,1,7,6,5,2,3,4,0.21,7.64,6.61,10,87,469,94,278,281,26,59,386,361,67,127,52,"Integer dapibus odio rhoncus porttitor turpis, potenti orci ultrices scelerisque.",
2023-03-02 21:50:27,2023-03-02 21:50:27,Survey Test,100,0,True,2023-03-02 21:50:27,R_0Nknt73BlRj5iAu,test,,Non-binary,,1909,West Virginia,Prefer not to say,"American Indian or Alaska Native,Asian,Native Hawaiian or Other Pacific Islander,Prefer not to say",Not Hispanic or Latinx,convallis,accusamus,vestibulum,imperdiet,3.98,5.84,7.57,44,Strongly Agree,8.82,9.2,9.25,13,Green,7.39,8.76,10,19,Disagree strongly,Disagree strongly,Agree a little,Disagree strongly,Agree moderately,Agree strongly,Neither agree nor disagree,Agree moderately,Agree moderately,Disagree moderately,0.12,8.7,2.42,46,2,3,1,6,4,5,7,7,0.1,4.69,0.38,8,358,355,129,107,136,196,495,100,49,95,42,240,Venenatis ut tempora laoreet? Mattis neque pharetra vel. Proin suspendisse sollicitudin iaculis volutpat fermentum iaculis.,
2023-03-02 21:50:28,2023-03-02 21:50:28,Survey Test,100,0,True,2023-03-02 21:50:28,R_6VakJT4PWEmwFWS,test,,Man,,1923,Idaho,"Associate Degree: Occupational, Technical, or Vocational Program","American Indian or Alaska Native,Unknown",Unknown,venenatis,curabitur,ullamcorper,sollicitudin,5.95,9.17,7.61,0,Strongly Agree,2.24,5.8,3.69,11,Red,3.91,9.12,7.05,35,Neither agree nor disagree,Agree a little,Agree strongly,Disagree a little,Disagree moderately,Agree moderately,Disagree strongly,Agree moderately,Disagree strongly,Neither agree nor disagree,2.08,9.44,7.3,30,1,7,4,2,5,6,3,9,6.49,8.07,8.01,31,218,469,492,182,260,32,38,404,289,460,462,7,Gravida facilisi consequat. Platea scelerisque aliquet scelerisque dignissim eros odio morbi fermentum porttitor eget tortor.,
2023-03-02 21:50:28,2023-03-02 21:50:28,Survey Test,100,0,True,2023-03-02 21:50:28,R_9MicUoefW0s8VEO,test,,Prefer to self-describe,"Eu eu lorem metus sollicitudin, in molestie, convallis aliquam faucibus ab venenatis.",1934,New Jersey,Less than high school diploma (or equivalent),"American Indian or Alaska Native,Asian,Black or African-American,White,Unknown,Prefer not to say",Prefer not to say,ullamcorper,scelerisque,imperdiet,pellentesque,1.17,5.67,5.91,12,Disagree,2.4,6.59,7.33,23,Orange,3.46,6.12,5.48,46,Disagree a little,Neither agree nor disagree,Neither agree nor disagree,Agree a little,Disagree strongly,Agree moderately,Agree a little,Agree a little,Agree strongly,Agree moderately,4.19,6.5,5.77,22,5,6,7,2,4,1,3,9,6.34,7.44,8.19,35,466,149,107,316,466,146,71,239,63,191,482,363,"Fermentum phasellus, sodales mattis? Dolor ut id elit gravida tincidunt magnis urna eu sollicitudin platea.",
2023-03-02 21:50:28,2023-03-02 21:50:28,Survey Test,100,0,True,2023-03-02 21:50:28,R_elj4vFf9UwKypaC,test,,Do not wish to report,,1975,New Hampshire,Less than high school diploma (or equivalent),"American Indian or Alaska Native,Native Hawaiian or Other Pacific Islander,Unknown",Unknown,fringilla,convallis,dignissim,ultricies,4.52,6.08,6.49,40,Strongly Disagree,3.89,6.43,9.64,49,Green,7.19,9.7,9.64,3,Neither agree nor disagree,Agree moderately,Disagree a little,Agree strongly,Agree moderately,Disagree strongly,Disagree strongly,Agree moderately,Neither agree nor disagree,Disagree a little,7.75,8.27,9.97,9,1,4,5,7,2,6,3,3,2.66,9.33,4.99,25,170,391,101,122,282,133,470,273,84,277,497,125,Fringilla? Pede vestibulum ullamcorper. Placerat. Auctor erat? Euismod euismod id imperdiet per.,
2023-03-02 21:50:28,2023-03-02 21:50:28,Survey Test,100,0,True,2023-03-02 21:50:28,R_bllVSXomgOCgJVA,test,,Do not wish to report,,2008,Wyoming,"Doctoral Degree (Example: PhD, EdD)","Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown",Prefer not to say,phasellus,consectetuer,phasellus,dignissim,4.42,5.54,6.31,37,Strongly Disagree,0.96,2.24,2.45,26,Yellow,3.48,9.65,6.16,4,Disagree a little,Disagree a little,Disagree moderately,Agree a little,Disagree strongly,Agree moderately,Neither agree nor disagree,Disagree a little,Agree moderately,Agree a little,4.44,9.65,6.23,41,4,5,6,3,1,7,2,5,7.47,8.27,9.53,34,30,260,153,194,170,184,141,115,128,420,351,402,"Tellus ligula pharetra ante, dui tempus sem rutrum cursus arcu integer suscipit morbi fusce.",
2023-03-02 21:50:28,2023-03-02 21:50:28,Survey Test,100,0,True,2023-03-02 21:50:28,R_06ew2m4wwq0nfVQ,test,,Do not wish to report,,1975,Delaware,GED or equivalent,"Asian,Black or African-American,White,Unknown,Prefer not to say",Unknown,facilisis,vestibulum,porttitor,temporibus,8.23,8.8,9.54,10,Strongly Disagree,2.81,8.69,9.26,38,Orange,7.25,7.99,8.36,23,Agree moderately,Agree moderately,Disagree strongly,Disagree a little,Agree strongly,Disagree strongly,Disagree a little,Disagree strongly,Disagree strongly,Neither agree nor disagree,9.42,9.5,9.52,22,7,3,6,1,4,5,2,6,8.81,9.08,9.39,27,333,381,298,149,387,398,462,93,148,57,471,90,"Placerat posuere laoreet commodo, pellentesque consectetuer proin, vivamus fringilla vel. Purus velit egestas eu.",
2023-03-02 21:50:28,2023-03-02 21:50:28,Survey Test,100,0,True,2023-03-02 21:50:28,R_72kKUr8zXOIm9gO,test,,Do not wish to report,,1989,Maryland,High school graduate,"American Indian or Alaska Native,Black or African-American,Native Hawaiian or Other Pacific Islander,White",Not Hispanic or Latinx,phasellus,sollicitudin,elementum,temporibus,9.65,9.76,9.83,25,Agree,5.09,8.33,6.85,19,Green,4.87,8.41,5.49,8,Disagree moderately,Agree strongly,Agree moderately,Agree strongly,Neither agree nor disagree,Agree a little,Agree moderately,Disagree moderately,Disagree moderately,Disagree strongly,7.88,9.95,8.12,46,5,4,3,6,1,2,7,9,3.79,9.32,8.83,20,6,240,194,494,0,182,82,460,190,442,354,200,"Augue, orci non a, primis ipsum accumsan at vitae. Dolor est commodo.",
2023-03-02 21:50:29,2023-03-02 21:50:29,Survey Test,100,0,True,2023-03-02 21:50:29,R_eeQda8LF9Fnabyu,test,,Do not wish to report,,1947,Puerto Rico,"Master's Degree: (Example: MA, MS, MEng, MEd, MBA)","American Indian or Alaska Native,Black or African-American,Unknown,Prefer not to say",Not Hispanic or Latinx,consectetuer,suspendisse,ridiculus,consectetuer,9.37,9.46,9.63,25,Disagree,9.15,9.77,9.98,18,Green,8.09,8.13,8.94,46,Agree a little,Agree strongly,Agree moderately,Disagree strongly,Agree strongly,Agree moderately,Disagree a little,Neither agree nor disagree,Agree moderately,Agree a little,0.58,1.77,2.14,8,6,5,2,3,7,1,4,9,9.14,9.34,9.92,50,198,56,42,53,328,38,344,348,148,78,457,451,Consectetuer egestas urna vel tempora laoreet accumsan temporibus magnis sapien nec placerat ridiculus.,
2023-03-02 21:50:29,2023-03-02 21:50:29,Survey Test,100,0,True,2023-03-02 21:50:29,R_1YLEk7DKVZPEOc6,test,,Do not wish to report,,1934,Oregon,GED or equivalent,"American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,Unknown,Prefer not to say",Prefer not to say,curabitur,pellentesque,consequat,phasellus,1.34,3.43,4.26,4,Agree,1.54,4.43,8.21,41,Red,4.38,9.66,8.69,40,Agree moderately,Disagree moderately,Disagree strongly,Neither agree nor disagree,Disagree strongly,Disagree a little,Disagree moderately,Neither agree nor disagree,Disagree strongly,Agree moderately,1.33,6.91,3.66,35,6,3,7,1,4,5,2,5,1.5,1.84,1.94,17,310,63,313,26,350,29,467,385,415,132,402,137,"Duis, cursus iaculis commodo ab eleifend porttitor sem lorem culpa dapibus pretium.",
2023-03-02 21:50:29,2023-03-02 21:50:29,Survey Test,100,0,True,2023-03-02 21:50:29,R_266GuKUXnOJU6to,test,,Man,,1951,New Jersey,"Doctoral Degree (Example: PhD, EdD)","Asian,White,Prefer not to say",Prefer not to say,accusamus,porttitor,sollicitudin,accusamus,8.91,9.37,9.72,25,Strongly Disagree,2.77,9.36,8.64,22,Orange,1.17,1.96,1.91,47,Neither agree nor disagree,Disagree a little,Disagree moderately,Neither agree nor disagree,Agree strongly,Neither agree nor disagree,Disagree strongly,Disagree strongly,Disagree moderately,Disagree strongly,1.6,4.89,7.57,22,6,2,3,7,1,4,5,9,1.03,1.04,5.35,9,15,387,262,496,1,150,237,140,335,288,302,101,Eros porta sem sem scelerisque sagittis mi quis iaculis! Accumsan massa bibendum ante.,
2023-03-02 21:50:29,2023-03-02 21:50:29,Survey Test,100,0,True,2023-03-02 21:50:29,R_9Ag0Pr70blb1qS2,test,,Do not wish to report,,1943,Wisconsin,"Bachelor's Degree: (Example: BA, AB, BS, BBA)","American Indian or Alaska Native,Asian,Black or African-American,White",Hispanic or Latinx,phasellus,tincidunt,imperdiet,porttitor,5.34,7.48,6.79,35,Disagree,0.32,6.76,3.04,21,Blue,3.46,8.98,3.65,0,Disagree moderately,Agree moderately,Agree moderately,Disagree a little,Agree strongly,Disagree a little,Disagree a little,Disagree a little,Disagree a little,Agree a little,2.46,8.24,3.6,43,5,1,4,6,3,7,2,4,6.93,7.27,8.73,20,218,397,474,205,245,138,382,347,103,126,489,128,Arcu pretium suscipit aenean vehicula sem suscipit. Metus maecenas eleifend.,
2023-03-02 21:50:29,2023-03-02 21:50:29,Survey Test,100,0,True,2023-03-02 21:50:29,R_26xG4Dr8K0IzRlQ,test,,Do not wish to report,,1997,South Carolina,GED or equivalent,"Native Hawaiian or Other Pacific Islander,White",Unknown,suspendisse,temporibus,porttitor,consequat,6.99,7.13,9.32,11,Strongly Agree,7.48,8.44,7.97,24,Orange,4.33,5.2,6.39,46,Agree strongly,Agree moderately,Disagree a little,Agree a little,Neither agree nor disagree,Agree strongly,Disagree a little,Disagree a little,Agree a little,Neither agree nor disagree,5.3,5.69,6.5,45,4,7,5,1,6,3,2,6,9.43,9.69,9.53,12,323,388,37,85,50,290,236,486,246,269,244,6,"Justo leo! Nibh, gravida ipsum fermentum gravida sit! Risus mattis erat? Consequat vestibulum bibendum.",
2023-03-02 21:50:29,2023-03-02 21:50:29,Survey Test,100,0,True,2023-03-02 21:50:30,R_3wMZaNHtql0NFjM,test,,Non-binary,,1984,Mississippi,"Bachelor's Degree: (Example: BA, AB, BS, BBA)","Asian,Black or African-American,White,Unknown,Prefer not to say",Not Hispanic or Latinx,consectetuer,phasellus,temporibus,ultricies,7.2,7.76,9.32,3,Strongly Disagree,3.98,7.74,9.75,44,Red,8.37,9.38,9.83,21,Agree strongly,Disagree strongly,Agree moderately,Disagree strongly,Neither agree nor disagree,Disagree strongly,Disagree strongly,Agree a little,Neither agree nor disagree,Agree moderately,8.47,9.29,9.22,26,5,7,3,4,6,1,2,4,6.25,9.08,8.48,9,80,453,388,452,304,59,444,25,320,160,391,471,Tortor viverra malesuada! Diam diam non vestibulum sem tempora tempora facilisi.,
2023-03-02 21:50:30,2023-03-02 21:50:30,Survey Test,100,0,True,2023-03-02 21:50:30,R_0AEyEexSIEqNB6C,test,,Woman,,1997,Maryland,"Some college, no degree","Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,Unknown,Prefer not to say",Not Hispanic or Latinx,elementum,fermentum,sollicitudin,fringilla,9.94,9.98,9.98,37,Agree,4.67,9.3,8.12,47,Brown,7.48,7.92,8.19,22,Agree strongly,Agree a little,Agree strongly,Agree a little,Agree moderately,Disagree a little,Disagree moderately,Agree strongly,Disagree a little,Agree a little,4.63,7.37,6.68,37,5,4,1,7,2,6,3,5,7.57,8.84,8.67,16,215,216,279,445,477,447,372,138,366,177,442,267,"Magna proin? Faucibus, egestas tellus a consectetuer! Proin fusce tellus et dolorem urna purus suscipit.",
2023-03-02 21:50:30,2023-03-02 21:50:30,Survey Test,100,0,True,2023-03-02 21:50:30,R_6YETPPsr70f7zrU,test,,Non-binary,,2015,Nevada,"Professional School Degree (Example: MD, DDS, DVM, JD)","American Indian or Alaska Native,Black or African-American,White,Unknown,Prefer not to say",Hispanic or Latinx,accusamus,suspendisse,facilisis,sollicitudin,0.49,6.45,6.03,33,Disagree,7.36,9.84,7.92,7,Brown,5.15,8.62,7.36,38,Agree strongly,Agree a little,Agree strongly,Agree strongly,Agree moderately,Neither agree nor disagree,Disagree a little,Agree moderately,Agree strongly,Disagree strongly,5.5,7.05,6.65,46,1,3,2,4,7,5,6,5,8.54,8.74,9.44,28,306,486,322,139,272,461,206,353,477,332,456,206,"Dolorem sapien massa. Tellus sollicitudin risus est laoreet, curabitur commodo fermentum.",
2023-03-02 21:50:30,2023-03-02 21:50:30,Survey Test,100,0,True,2023-03-02 21:50:30,R_2nsshVPQPP97GZw,test,,Do not wish to report,,1987,Missouri,"Bachelor's Degree: (Example: BA, AB, BS, BBA)","American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Unknown,malesuada,tincidunt,tincidunt,dignissim,9.53,9.94,9.9,25,Strongly Disagree,2.52,5.35,3.48,7,Orange,3.34,4.58,7.99,14,Agree strongly,Disagree moderately,Agree strongly,Agree strongly,Disagree moderately,Agree moderately,Agree moderately,Agree strongly,Disagree a little,Agree a little,0.53,9.12,4.63,36,4,7,2,5,1,3,6,8,1.25,4.79,1.84,3,196,144,363,278,177,154,259,165,343,59,321,441,"Iaculis at venenatis, neque primis lectus a tellus mattis massa! Magna dictumst. Ultricies? Mi, tempor.",
2023-03-02 21:50:30,2023-03-02 21:50:30,Survey Test,100,0,True,2023-03-02 21:50:30,R_0GTYz32l0IrTC2W,test,,Man,,2000,Oregon,"Doctoral Degree (Example: PhD, EdD)","Black or African-American,White,Unknown",Hispanic or Latinx,phasellus,tincidunt,ultricies,phasellus,2.82,7.12,9.16,23,Agree,5.14,9.57,7.03,24,Blue,4.08,6.15,6.01,7,Disagree a little,Disagree strongly,Disagree strongly,Neither agree nor disagree,Agree a little,Agree a little,Neither agree nor disagree,Agree a little,Disagree a little,Agree a little,1.89,2.76,8.2,42,4,7,2,5,1,6,3,4,5.43,5.43,6.15,21,184,473,433,357,50,296,282,11,278,175,38,158,Pellentesque risus lectus ridiculus quis sit potenti quis vitae nec morbi cursus nonummy aenean.,
2023-03-02 21:50:30,2023-03-02 21:50:30,Survey Test,100,0,True,2023-03-02 21:50:30,R_eOIXHTUrgMbtHT0,test,,Prefer to self-describe,Eget posuere leo primis bibendum. Pretium morbi? Natoque rutrum? Dolorem erat.,1972,Alaska,"Professional School Degree (Example: MD, DDS, DVM, JD)","American Indian or Alaska Native,Asian,Native Hawaiian or Other Pacific Islander,White",Not Hispanic or Latinx,venenatis,phasellus,consectetuer,pellentesque,8.36,9.48,9.96,47,Agree,4.83,7.28,8.96,35,Brown,7.72,8.13,7.73,2,Agree strongly,Agree strongly,Disagree strongly,Neither agree nor disagree,Disagree strongly,Disagree moderately,Neither agree nor disagree,Disagree a little,Agree strongly,Agree a little,8.21,9.9,8.46,48,4,6,1,3,7,2,5,7,3.71,6.11,9.28,16,115,186,177,477,346,283,218,223,237,137,188,349,"Natoque elit ut donec viverra consequat morbi ipsum nec fusce ultrices. Dolorem, eget. Suscipit.",
2023-03-02 21:50:30,2023-03-02 21:50:30,Survey Test,100,0,True,2023-03-02 21:50:30,R_6zBpJ4UlkKlNGp8,test,,Woman,,2003,Idaho,Prefer not to say,"American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Not Hispanic or Latinx,consequat,facilisis,dignissim,porttitor,9.9,9.94,9.95,6,Strongly Disagree,5.7,7.16,5.77,17,Green,6.88,7.95,7.22,12,Agree strongly,Agree moderately,Disagree moderately,Neither agree nor disagree,Disagree a little,Disagree moderately,Agree a little,Neither agree nor disagree,Disagree a little,Disagree strongly,0.99,1.93,9.92,22,4,3,2,6,1,7,5,8,3.6,9.94,9.69,35,46,159,205,305,394,231,490,239,342,128,20,82,Eros sed montes wisi. Mattis dui ultrices ultricies. Phasellus et.,
2023-03-02 21:50:30,2023-03-02 21:50:30,Survey Test,100,0,True,2023-03-02 21:50:31,R_9Hyaz248YbaFEMe,test,,Non-binary,,1951,Washington,"Professional School Degree (Example: MD, DDS, DVM, JD)","American Indian or Alaska Native,Asian,Black or African-American,White",Unknown,consequat,sollicitudin,temporibus,temporibus,3.95,8.89,4.43,24,Agree,9.36,9.76,9.57,38,Green,4.68,9.51,5.36,14,Neither agree nor disagree,Neither agree nor disagree,Agree strongly,Agree moderately,Agree a little,Neither agree nor disagree,Disagree moderately,Disagree a little,Agree a little,Disagree moderately,3.52,3.93,3.8,17,5,1,4,2,6,3,7,1,0.05,2.68,5.87,6,460,482,206,350,4,326,66,45,34,255,251,376,"In magnis purus sit, ligula rutrum, auctor integer tempus orci donec, lectus vel blandit urna.",
2023-03-02 21:50:31,2023-03-02 21:50:31,Survey Test,100,0,True,2023-03-02 21:50:31,R_0p9BFVg9JxPOovA,test,,Non-binary,,1938,Maryland,"Doctoral Degree (Example: PhD, EdD)","Native Hawaiian or Other Pacific Islander,White",Prefer not to say,accusamus,consectetuer,ullamcorper,imperdiet,6.17,9.17,6.99,35,Agree,7.88,8,9.01,43,Brown,8.78,9.39,9.98,30,Agree moderately,Agree moderately,Neither agree nor disagree,Agree moderately,Disagree strongly,Agree moderately,Disagree a little,Agree a little,Agree strongly,Disagree moderately,5.15,7.86,6.47,25,2,7,5,6,1,4,3,8,7.09,9.19,8.13,40,387,16,33,137,10,292,288,226,57,46,330,254,Massa. Laoreet etiam malesuada etiam neque ridiculus dolorem accusamus pellentesque leo.,
2023-03-02 21:50:31,2023-03-02 21:50:31,Survey Test,100,0,True,2023-03-02 21:50:31,R_20ktFcPNpQXf9b0,test,,Do not wish to report,,1982,Washington,High school graduate,"American Indian or Alaska Native,Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,Unknown,Prefer not to say",Prefer not to say,temporibus,tincidunt,pellentesque,facilisis,1.38,8.2,9.23,17,Disagree,2.55,3.32,8.55,46,Blue,8.62,8.74,8.78,19,Agree a little,Disagree a little,Agree a little,Disagree a little,Disagree a little,Disagree strongly,Agree strongly,Agree moderately,Agree a little,Agree strongly,4.25,9.01,7.73,42,6,1,2,3,7,4,5,7,8.16,9.8,8.82,47,248,198,211,342,418,111,247,231,240,22,348,48,Sem metus egestas risus duis quis sollicitudin aenean? Dictumst aliquam purus erat nulla.,
2023-03-02 21:50:31,2023-03-02 21:50:31,Survey Test,100,0,True,2023-03-02 21:50:31,R_9GYFQVxVtwUHUqO,test,,Do not wish to report,,2010,North Carolina,"Master's Degree: (Example: MA, MS, MEng, MEd, MBA)","Asian,Black or African-American,Native Hawaiian or Other Pacific Islander,White,Unknown,Prefer not to say",Not Hispanic or Latinx,imperdiet,fringilla,dignissim,fringilla,6.86,7.39,8.82,0,Agree,7.57,8.45,9.89,35,Red,4.11,5.81,5.24,4,Agree a little,Agree moderately,Disagree moderately,Neither agree nor disagree,Disagree strongly,Disagree a little,Agree strongly,Disagree moderately,Neither agree nor disagree,Disagree moderately,0.5,2.45,9.98,2,4,1,2,7,6,5,3,5,7.59,9.39,9.09,13,78,304,146,154,405,369,488,196,79,312,249,169,Tortor nunc ultricies nibh accusamus nonummy lacus egestas massa urna viverra dui porttitor.,
